vent_vitesse_min_min,vent_vitesse_min_mean,vent_vitesse_max_max,vent_vitesse_max_mean,vent_rafales_max,vent_rafales_mean,vent_direction_deg_max,vent_direction_deg_mean,mer_score_min_min,mer_score_min_mean,mer_score_max_max,mer_score_max_mean,mer_hauteur_min_min,mer_hauteur_min_mean,mer_hauteur_max_max,mer_hauteur_max_mean,temps_precipitation_max,temps_precipitation_mean,temps_orage_max,temps_orage_mean,temps_visibilite_reduite_min,temps_visibilite_reduite_mean,temps_clair_min,temps_clair_mean,temps_nuageux_max,temps_nuageux_mean,temps_score_danger_max,temps_score_danger_mean,score_risque_max,score_risque_mean,annee,mois,jour,jour_semaine,jour_annee,saison_cyclonique,weekend,mois_sin,mois_cos,vent_amplitude,vent_moyen,rafales_fortes,mer_hauteur_moy,mer_amplitude,nb_conditions_defavorables,score_meteo_max,incident,date,swh_mean_global,swh_mean_max,swh_mean_std,swh_max_absolu,swh_max_mean,swh_std_mean,score_vague_max,score_vague_mean,n_points_total,ecart_hauteur_bulletin_satellite,swh_coefficient_variation,swh_extreme,score_satellite_composite,vent_mer_risque,rafale_mer_risque,score_saison_risque,vent_precipitation_risque,score_composite_meteo,ratio_mer_vent,vent_vitesse_max_max_lag1,vent_vitesse_max_max_lag2,vent_vitesse_max_max_lag3,mer_hauteur_max_max_lag1,mer_hauteur_max_max_lag2,mer_hauteur_max_max_lag3,score_risque_max_lag1,score_risque_max_lag2,score_risque_max_lag3,vent_rafales_max_lag1,vent_rafales_max_lag2,vent_rafales_max_lag3,vent_vitesse_max_max_rolling3,vent_vitesse_max_max_rolling7,mer_hauteur_max_max_rolling3,mer_hauteur_max_max_rolling7,score_risque_max_rolling3,score_risque_max_rolling7,vent_rafales_max_rolling3,vent_rafales_max_rolling7,degradation_score,degradation_vent,tendance_risque,taux_incident_global,score_risque_mois,taux_incident_saison
5.0,6.0,15.0,11.0,20.0,20.0,90.0,67.5,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.2,1,0.2,0,0.0,30,18.0,2020,1,11,5,11,1,1,0.4999999999999999,0.8660254037844387,10.0,8.5,0,1.5,2.0,0.0,30.0,0,2020-01-11,,,,,,,,,,,,0,,37.5,50.0,30,0.0,17.0,0.15625,15.0,15.0,25.0,4.0,4.0,4.0,35.0,30.0,40.0,25.0,15.0,25.0,15.0,19.285714285714285,3.5,3.5714285714285716,31.666666666666668,36.42857142857143,20.0,23.285714285714285,-5.0,0.0,-4.761904761904763,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,9.166666666666666,25.0,16.666666666666668,30.0,27.5,180.0,108.0,3.0,4.2,7.0,5.8,0.1,0.82,6.0,3.3,0,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,60,34.166666666666664,2020,1,12,6,12,1,1,0.4999999999999999,0.8660254037844387,20.0,12.916666666666668,1,3.05,5.9,0.0,60.0,0,2020-01-12,,,,,,,,,,,,0,,150.0,180.0,60,0.0,37.5,0.23076923076923078,15.0,15.0,15.0,2.5,4.0,4.0,30.0,35.0,30.0,20.0,25.0,15.0,18.333333333333332,20.0,4.166666666666667,3.857142857142857,41.666666666666664,38.57142857142857,25.0,23.571428571428573,30.0,10.0,3.095238095238095,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,5.0,10.0,10.0,25.0,17.5,90.0,90.0,3.0,4.0,6.0,5.2,0.1,0.5700000000000001,4.0,2.8,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.6666666666666666,1,0.6666666666666666,4,1.3333333333333333,37,26.5,2020,1,14,1,14,1,0,0.4999999999999999,0.8660254037844387,5.0,7.5,0,2.05,3.9,2.6666666666666665,37.0,0,2020-01-14,,,,,,,,,,,,0,,40.0,100.0,37,10.0,23.2,0.36363636363636365,25.0,15.0,15.0,6.0,2.5,4.0,60.0,30.0,35.0,30.0,20.0,25.0,16.666666666666668,18.571428571428573,4.166666666666667,4.071428571428571,42.333333333333336,38.857142857142854,25.0,23.571428571428573,-23.0,-15.0,3.4761904761904816,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,5.0,10.0,10.0,20.0,18.33333333333333,90.0,90.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,4,1.3333333333333333,37,21.5,2020,1,15,2,15,1,0,0.4999999999999999,0.8660254037844387,5.0,7.5,0,1.5,2.0,2.6666666666666665,37.0,0,2020-01-15,,,,,,,,,,,,0,,25.0,50.0,37,10.0,15.7,0.22727272727272727,10.0,25.0,15.0,4.0,6.0,2.5,37.0,60.0,30.0,25.0,30.0,20.0,15.0,16.428571428571427,4.166666666666667,3.857142857142857,44.666666666666664,38.42857142857143,25.0,22.857142857142858,0.0,0.0,6.238095238095234,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,7.0,20.0,13.0,15.0,15.0,90.0,90.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0,4,1.6,37,28.8,2020,1,17,4,17,1,0,0.4999999999999999,0.8660254037844387,15.0,10.0,0,1.5,2.0,2.8,37.0,0,2020-01-17,,,,,,,,,,,,0,,50.0,37.5,37,20.0,18.7,0.11904761904761904,10.0,10.0,25.0,2.5,4.0,6.0,37.0,37.0,60.0,20.0,25.0,30.0,13.333333333333334,15.714285714285714,3.0,3.642857142857143,37.0,38.0,20.0,21.428571428571427,0.0,10.0,-1.0,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,9.285714285714286,15.0,14.285714285714286,20.0,20.0,90.0,90.0,4.0,4.166666666666667,6.0,5.333333333333333,0.5,0.625,4.0,3.0,1,0.5714285714285714,1,0.5714285714285714,0,0.0,0,0.0,0,0.0,4,2.2857142857142856,42,34.714285714285715,2020,1,18,5,18,1,1,0.4999999999999999,0.8660254037844387,10.0,11.785714285714286,0,2.25,3.5,3.1428571428571423,42.0,0,2020-01-18,,,,,,,,,,,,0,,60.0,80.0,42,15.0,24.7,0.25,20.0,10.0,10.0,2.5,2.5,4.0,37.0,37.0,37.0,15.0,20.0,25.0,15.0,15.714285714285714,3.0,3.642857142857143,38.666666666666664,39.714285714285715,18.333333333333332,22.142857142857142,5.0,-5.0,-1.047619047619051,0.15151515151515152,9.25925925925926,0.12916666666666668
10.0,13.0,25.0,21.0,30.0,26.25,180.0,112.5,4.0,4.75,6.0,6.0,0.5,1.0625,4.0,4.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.4,4,0.8,57,43.4,2020,1,20,0,20,1,0,0.4999999999999999,0.8660254037844387,15.0,17.0,1,2.25,3.5,2.4000000000000004,57.0,1,2020-01-20,,,,,,,,,,,,0,,100.0,120.0,57,25.0,27.7,0.15384615384615385,15.0,20.0,10.0,4.0,2.5,2.5,42.0,37.0,37.0,20.0,15.0,20.0,20.0,17.142857142857142,3.5,3.642857142857143,45.333333333333336,42.857142857142854,21.666666666666668,22.857142857142858,15.0,10.0,2.4761904761904816,0.15151515151515152,9.25925925925926,0.12916666666666668
10.0,12.5,25.0,18.33333333333333,30.0,25.0,90.0,90.0,5.0,5.166666666666667,7.0,6.166666666666667,1.25,1.4583333333333333,6.0,4.333333333333333,1,0.5,1,0.5,0,0.0,0,0.0,1,0.3333333333333333,4,2.0,67,49.333333333333336,2020,1,22,2,22,1,0,0.4999999999999999,0.8660254037844387,15.0,15.416666666666666,1,3.625,4.75,3.0,67.0,0,2020-01-22,,,,,,,,,,,,0,,150.0,180.0,67,25.0,37.7,0.23076923076923078,25.0,15.0,20.0,4.0,4.0,2.5,57.0,42.0,37.0,30.0,20.0,15.0,21.666666666666668,18.571428571428573,4.666666666666667,4.142857142857143,55.333333333333336,48.142857142857146,26.666666666666668,24.285714285714285,10.0,0.0,7.19047619047619,0.15151515151515152,9.25925925925926,0.12916666666666668
10.0,14.375,25.0,21.25,35.0,27.5,90.0,90.0,5.0,5.142857142857143,7.0,6.142857142857143,1.25,1.4285714285714286,6.0,4.285714285714286,1,0.5,1,0.5,0,0.0,0,0.0,1,0.375,4,2.0,67,52.25,2020,1,23,3,23,1,0,0.4999999999999999,0.8660254037844387,15.0,17.8125,1,3.625,4.75,3.0,67.0,0,2020-01-23,,,,,,,,,,,,0,,150.0,210.0,67,25.0,37.7,0.23076923076923078,25.0,25.0,15.0,6.0,4.0,4.0,67.0,57.0,42.0,30.0,30.0,20.0,25.0,18.571428571428573,5.333333333333333,4.142857142857143,63.666666666666664,49.142857142857146,31.666666666666668,25.0,0.0,0.0,14.523809523809518,0.15151515151515152,9.25925925925926,0.12916666666666668
10.0,14.285714285714286,25.0,21.428571428571427,30.0,27.0,90.0,90.0,4.0,4.833333333333333,7.0,5.666666666666667,0.5,1.125,6.0,3.583333333333333,1,0.2857142857142857,1,0.1428571428571428,0,0.0,0,0.1428571428571428,1,0.4285714285714285,4,0.8571428571428571,72,44.0,2020,1,24,4,24,1,0,0.4999999999999999,0.8660254037844387,15.0,17.857142857142858,1,3.25,5.5,2.4285714285714284,72.0,0,2020-01-24,,,,,,,,,,,,0,,150.0,180.0,72,25.0,37.7,0.23076923076923078,25.0,25.0,25.0,6.0,6.0,4.0,67.0,67.0,57.0,35.0,30.0,30.0,25.0,20.714285714285715,6.0,4.428571428571429,68.66666666666667,54.142857142857146,31.666666666666668,25.714285714285715,5.0,0.0,14.523809523809526,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,9.166666666666666,25.0,15.0,30.0,21.25,90.0,75.0,4.0,4.6,6.0,5.6,0.5,0.95,4.0,3.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.8333333333333334,0,0.0,55,30.83333333333333,2020,1,25,5,25,1,1,0.4999999999999999,0.8660254037844387,20.0,12.083333333333332,1,2.25,3.5,0.0,55.0,0,2020-01-25,,,,,,,,,,,,0,,100.0,120.0,55,0.0,27.5,0.15384615384615385,25.0,25.0,25.0,6.0,6.0,6.0,72.0,67.0,67.0,30.0,35.0,30.0,25.0,22.857142857142858,5.333333333333333,4.642857142857143,64.66666666666667,56.714285714285715,31.666666666666668,27.142857142857142,-17.0,0.0,7.952380952380956,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,6.0,15.0,11.0,20.0,16.25,90.0,72.0,3.0,4.25,6.0,5.25,0.1,0.775,4.0,2.875,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,30,19.166666666666668,2020,1,26,6,26,1,1,0.4999999999999999,0.8660254037844387,10.0,8.5,0,2.05,3.9,0.0,30.0,0,2020-01-26,,,,,,,,,,,,0,,60.0,80.0,30,0.0,24.5,0.25,25.0,25.0,25.0,4.0,6.0,6.0,55.0,72.0,67.0,30.0,30.0,35.0,21.666666666666668,22.142857142857142,4.666666666666667,4.857142857142857,52.333333333333336,55.714285714285715,26.666666666666668,27.857142857142858,-25.0,-10.0,-3.3809523809523796,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,6.666666666666667,15.0,12.5,25.0,19.0,90.0,72.0,3.0,4.4,6.0,5.2,0.1,0.8699999999999999,4.0,2.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,30,25.83333333333333,2020,1,27,0,27,1,0,0.4999999999999999,0.8660254037844387,10.0,9.583333333333334,0,2.05,3.9,0.0,30.0,0,2020-01-27,,,,,,,,,,,,0,,60.0,100.0,30,0.0,24.5,0.25,15.0,25.0,25.0,4.0,4.0,6.0,30.0,55.0,72.0,20.0,30.0,30.0,18.333333333333332,22.142857142857142,4.0,4.857142857142857,38.333333333333336,54.0,25.0,28.571428571428573,0.0,0.0,-15.666666666666664,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,6.428571428571429,15.0,11.428571428571429,20.0,20.0,90.0,90.0,3.0,4.142857142857143,6.0,5.285714285714286,0.1,0.6571428571428571,4.0,2.9285714285714284,0,0.0,0,0.0,0,0.0,0,0.2857142857142857,1,0.7142857142857143,0,0.0,35,27.857142857142858,2020,1,29,2,29,1,0,0.4999999999999999,0.8660254037844387,10.0,8.928571428571429,0,2.05,3.9,0.0,35.0,0,2020-01-29,,,,,,,,,,,,0,,60.0,80.0,35,0.0,24.5,0.25,15.0,15.0,25.0,4.0,4.0,4.0,30.0,30.0,55.0,25.0,20.0,30.0,15.0,20.714285714285715,4.0,4.857142857142857,31.666666666666668,50.857142857142854,21.666666666666668,27.142857142857142,5.0,0.0,-19.190476190476186,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,8.571428571428571,25.0,15.0,30.0,30.0,90.0,90.0,3.0,4.25,6.0,5.25,0.1,0.775,4.0,2.875,0,0.0,0,0.0,0,0.0,0,0.2857142857142857,1,0.7142857142857143,0,0.0,35,23.571428571428573,2020,1,30,3,30,1,0,0.4999999999999999,0.8660254037844387,20.0,11.785714285714285,1,2.05,3.9,0.0,35.0,0,2020-01-30,,,,,,,,,,,,0,,100.0,120.0,35,0.0,27.5,0.15384615384615385,15.0,15.0,15.0,4.0,4.0,4.0,35.0,30.0,30.0,20.0,25.0,20.0,18.333333333333332,20.714285714285715,4.0,4.571428571428571,33.333333333333336,46.285714285714285,25.0,27.142857142857142,0.0,10.0,-12.952380952380949,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,9.166666666666666,25.0,16.666666666666668,30.0,22.0,90.0,90.0,3.0,4.6,6.0,5.6,0.1,1.02,4.0,3.4,0,0.0,0,0.0,0,0.0,0,0.1666666666666666,1,0.1666666666666666,0,0.0,55,33.333333333333336,2020,1,31,4,31,1,0,0.4999999999999999,0.8660254037844387,20.0,12.916666666666668,1,2.05,3.9,0.0,55.0,0,2020-01-31,,,,,,,,,,,,0,,100.0,120.0,55,0.0,27.5,0.15384615384615385,25.0,15.0,15.0,4.0,4.0,4.0,35.0,35.0,30.0,30.0,20.0,25.0,21.666666666666668,20.714285714285715,4.0,4.285714285714286,41.666666666666664,44.57142857142857,26.666666666666668,26.428571428571427,20.0,0.0,-2.904761904761905,0.15151515151515152,9.25925925925926,0.12916666666666668
5.0,10.0,20.0,15.0,25.0,23.0,90.0,90.0,3.0,4.5,6.0,5.5,0.1,0.9333333333333332,4.0,3.25,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,45,35.166666666666664,2020,2,1,5,32,1,1,0.8660254037844386,0.5000000000000001,15.0,12.5,0,2.05,3.9,1.3333333333333333,45.0,0,2020-02-01,,,,,,,,,,,,0,,80.0,100.0,45,20.0,26.2,0.19047619047619047,25.0,25.0,15.0,4.0,4.0,4.0,55.0,35.0,35.0,30.0,30.0,20.0,23.333333333333332,20.0,4.0,4.0,45.0,40.714285714285715,28.333333333333332,25.714285714285715,-10.0,-5.0,4.285714285714285,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,8.333333333333334,20.0,15.0,30.0,25.0,90.0,90.0,3.0,4.0,6.0,5.166666666666667,0.1,0.5583333333333333,4.0,2.75,1,0.3333333333333333,0,0.0,0,0.0,0,0.1666666666666666,0,0.0,1,0.3333333333333333,45,35.166666666666664,2020,2,2,6,33,1,1,0.8660254037844386,0.5000000000000001,15.0,11.666666666666668,1,2.05,3.9,1.3333333333333333,45.0,0,2020-02-02,,,,,,,,,,,,0,,80.0,120.0,45,20.0,26.2,0.19047619047619047,20.0,25.0,25.0,4.0,4.0,4.0,45.0,55.0,35.0,25.0,30.0,30.0,21.666666666666668,19.285714285714285,4.0,4.0,48.333333333333336,39.285714285714285,28.333333333333332,25.714285714285715,0.0,0.0,9.047619047619051,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,9.166666666666666,20.0,16.666666666666668,30.0,26.0,180.0,105.0,3.0,3.6666666666666665,5.0,5.0,0.1,0.3666666666666667,2.5,2.5,1,0.3333333333333333,0,0.0,0,0.0,0,0.1666666666666666,0,0.0,1,0.3333333333333333,35,27.666666666666668,2020,2,3,0,34,1,0,0.8660254037844386,0.5000000000000001,15.0,12.916666666666668,1,1.3,2.4,1.3333333333333333,35.0,0,2020-02-03,,,,,,,,,,,,0,,50.0,75.0,35,20.0,18.7,0.11904761904761904,20.0,20.0,25.0,4.0,4.0,4.0,45.0,45.0,55.0,30.0,25.0,30.0,20.0,20.0,3.5,3.7857142857142856,41.666666666666664,40.0,28.333333333333332,27.142857142857142,-10.0,0.0,1.6666666666666643,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,9.0,20.0,15.0,25.0,22.5,90.0,90.0,3.0,4.0,6.0,5.166666666666667,0.1,0.5583333333333333,4.0,2.75,1,0.3333333333333333,0,0.0,0,0.0,0,0.1666666666666666,0,0.0,1,0.3333333333333333,40,31.83333333333333,2020,2,4,1,35,1,0,0.8660254037844386,0.5000000000000001,15.0,12.0,0,2.05,3.9,1.3333333333333333,40.0,0,2020-02-04,,,,,,,,,,,,0,,80.0,100.0,40,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,2.5,4.0,4.0,35.0,45.0,45.0,30.0,30.0,25.0,20.0,20.714285714285715,3.5,3.7857142857142856,40.0,41.42857142857143,28.333333333333332,27.142857142857142,5.0,0.0,-1.4285714285714306,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,9.0,20.0,14.0,30.0,26.666666666666668,90.0,60.0,3.0,4.0,6.0,5.5,0.1,0.5875,4.0,3.25,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,0.0,40,25.83333333333333,2020,2,5,2,36,1,0,0.8660254037844386,0.5000000000000001,15.0,11.5,1,2.05,3.9,0.0,40.0,0,2020-02-05,,,,,,,,,,,,0,,80.0,120.0,40,0.0,26.0,0.19047619047619047,20.0,20.0,20.0,4.0,2.5,4.0,40.0,35.0,45.0,25.0,30.0,30.0,20.0,21.428571428571427,3.5,3.7857142857142856,38.333333333333336,42.142857142857146,28.333333333333332,28.571428571428573,0.0,0.0,-3.80952380952381,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,7.5,15.0,12.5,20.0,18.75,90.0,75.0,3.0,3.333333333333333,6.0,5.333333333333333,0.1,0.2333333333333333,4.0,3.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.1666666666666666,0,0.0,2,0.6666666666666666,35,20.33333333333333,2020,2,7,4,38,1,0,0.8660254037844386,0.5000000000000001,10.0,10.0,0,2.05,3.9,1.3333333333333333,35.0,0,2020-02-07,,,,,,,,,,,,0,,60.0,80.0,35,15.0,24.7,0.25,20.0,20.0,20.0,4.0,4.0,2.5,40.0,40.0,35.0,30.0,25.0,30.0,18.333333333333332,20.0,4.0,3.7857142857142856,38.333333333333336,42.142857142857146,25.0,27.142857142857142,-5.0,-5.0,-3.80952380952381,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,8.333333333333334,15.0,13.333333333333334,25.0,21.25,180.0,108.0,3.0,3.5,6.0,5.25,0.1,0.3,4.0,2.75,1,0.1666666666666666,0,0.0,0,0.0,0,0.1666666666666666,0,0.0,2,0.3333333333333333,40,24.33333333333333,2020,2,8,5,39,1,1,0.8660254037844386,0.5000000000000001,10.0,10.833333333333334,0,2.05,3.9,1.1666666666666667,40.0,0,2020-02-08,,,,,,,,,,,,0,,60.0,100.0,40,15.0,24.7,0.25,15.0,20.0,20.0,4.0,4.0,4.0,35.0,40.0,40.0,20.0,30.0,25.0,16.666666666666668,18.571428571428573,4.0,3.7857142857142856,38.333333333333336,40.0,25.0,26.428571428571427,5.0,0.0,-1.6666666666666643,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,6.666666666666667,20.0,13.333333333333334,30.0,25.0,180.0,135.0,3.0,3.8333333333333335,6.0,5.333333333333333,0.1,0.4916666666666667,4.0,3.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,1,0.3333333333333333,40,32.666666666666664,2020,2,9,6,40,1,1,0.8660254037844386,0.5000000000000001,15.0,10.0,1,2.05,3.9,1.3333333333333333,40.0,0,2020-02-09,,,,,,,,,,,,0,,80.0,120.0,40,20.0,26.2,0.19047619047619047,15.0,15.0,20.0,4.0,4.0,4.0,40.0,35.0,40.0,25.0,20.0,30.0,16.666666666666668,18.571428571428573,4.0,3.7857142857142856,38.333333333333336,39.285714285714285,25.0,27.142857142857142,0.0,5.0,-0.952380952380949,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,10.0,25.0,16.428571428571427,30.0,23.33333333333333,90.0,60.0,3.0,4.571428571428571,6.0,5.714285714285714,0.1,0.9785714285714284,4.0,3.571428571428572,1,0.4285714285714285,0,0.0,0,0.0,0,0.1428571428571428,1,0.1428571428571428,3,0.7142857142857143,55,38.57142857142857,2020,2,12,2,43,1,0,0.8660254037844386,0.5000000000000001,20.0,13.214285714285714,1,2.05,3.9,1.4285714285714286,55.0,0,2020-02-12,,,,,,,,,,,,0,,100.0,120.0,55,25.0,27.7,0.15384615384615385,20.0,15.0,15.0,4.0,4.0,4.0,40.0,40.0,35.0,30.0,25.0,20.0,20.0,19.285714285714285,4.0,3.7857142857142856,45.0,40.714285714285715,28.333333333333332,27.142857142857142,15.0,5.0,4.285714285714285,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,10.0,20.0,15.0,28.0,22.666666666666668,90.0,90.0,3.0,4.5,6.0,5.5,0.1,0.9333333333333332,4.0,3.25,1,0.3333333333333333,1,0.1666666666666666,0,0.0,0,0.3333333333333333,1,0.1666666666666666,4,0.8333333333333334,57,35.833333333333336,2020,2,13,3,44,1,0,0.8660254037844386,0.5000000000000001,15.0,12.5,0,2.05,3.9,2.5,57.0,0,2020-02-13,,,,,,,,,,,,0,,80.0,112.0,57,20.0,26.2,0.19047619047619047,25.0,20.0,15.0,4.0,4.0,4.0,55.0,40.0,40.0,30.0,30.0,25.0,21.666666666666668,19.285714285714285,4.0,4.0,50.666666666666664,43.857142857142854,29.333333333333332,26.857142857142858,2.0,-5.0,6.80952380952381,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,9.166666666666666,20.0,14.166666666666666,25.0,20.0,225.0,117.0,3.0,4.2,6.0,5.4,0.1,0.72,4.0,3.1,1,0.125,1,0.125,0,0.0,0,0.125,1,0.125,4,0.5,57,23.375,2020,2,14,4,45,1,0,0.8660254037844386,0.5000000000000001,15.0,11.666666666666666,0,2.05,3.9,2.25,57.0,0,2020-02-14,,,,,,,,,,,,0,,80.0,100.0,57,20.0,26.2,0.19047619047619047,20.0,25.0,20.0,4.0,4.0,4.0,57.0,55.0,40.0,28.0,30.0,30.0,21.666666666666668,19.285714285714285,4.0,4.0,56.333333333333336,46.285714285714285,27.666666666666668,26.857142857142858,0.0,0.0,10.047619047619051,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,10.0,20.0,15.833333333333334,30.0,23.75,90.0,90.0,3.0,4.2,6.0,5.4,0.1,0.72,4.0,3.1,1,0.125,1,0.125,0,0.0,0,0.125,0,0.0,4,0.5,62,25.875,2020,2,15,5,46,1,1,0.8660254037844386,0.5000000000000001,15.0,12.916666666666668,1,2.05,3.9,2.25,62.0,0,2020-02-15,,,,,,,,,,,,0,,80.0,120.0,62,20.0,26.2,0.19047619047619047,20.0,20.0,25.0,4.0,4.0,4.0,57.0,57.0,55.0,25.0,28.0,30.0,20.0,19.285714285714285,4.0,4.0,58.666666666666664,49.42857142857143,27.666666666666668,26.857142857142858,5.0,0.0,9.238095238095234,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,7.142857142857143,20.0,12.142857142857142,25.0,20.0,90.0,90.0,3.0,4.166666666666667,6.0,5.333333333333333,0.1,0.6833333333333332,4.0,3.0,1,0.1428571428571428,1,0.1428571428571428,0,0.0,0,0.1428571428571428,0,0.0,4,0.5714285714285714,45,28.142857142857142,2020,2,16,6,47,1,1,0.8660254037844386,0.5000000000000001,15.0,9.642857142857142,0,2.05,3.9,2.2857142857142856,45.0,0,2020-02-16,,,,,,,,,,,,0,,80.0,100.0,45,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,4.0,4.0,4.0,62.0,57.0,57.0,30.0,25.0,28.0,20.0,20.0,4.0,4.0,54.666666666666664,50.857142857142854,26.666666666666668,27.571428571428573,-17.0,0.0,3.80952380952381,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,8.333333333333334,20.0,15.0,25.0,25.0,180.0,135.0,3.0,3.8333333333333335,6.0,5.333333333333333,0.1,0.4916666666666667,4.0,3.0,1,0.5,1,0.5,0,0.0,0,0.3333333333333333,0,0.0,4,2.0,52,40.16666666666666,2020,2,17,0,48,1,0,0.8660254037844386,0.5000000000000001,15.0,11.666666666666668,0,2.05,3.9,3.0,52.0,1,2020-02-17,,,,,,,,,,,,0,,80.0,100.0,52,20.0,26.2,0.19047619047619047,20.0,20.0,20.0,4.0,4.0,4.0,45.0,62.0,57.0,25.0,30.0,25.0,20.0,20.714285714285715,4.0,4.0,53.0,52.57142857142857,26.666666666666668,27.571428571428573,7.0,0.0,0.4285714285714306,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,9.285714285714286,15.0,14.285714285714286,25.0,23.33333333333333,135.0,96.42857142857144,3.0,3.75,6.0,5.25,0.1,0.4,4.0,2.75,1,0.2857142857142857,1,0.1428571428571428,0,0.0,0,0.0,0,0.0,4,0.8571428571428571,42,26.857142857142858,2020,2,19,2,50,1,0,0.8660254037844386,0.5000000000000001,10.0,11.785714285714286,0,2.05,3.9,2.4285714285714284,42.0,0,2020-02-19,,,,,,,,,,,,0,,60.0,100.0,42,15.0,24.7,0.25,20.0,20.0,20.0,4.0,4.0,4.0,52.0,45.0,62.0,25.0,25.0,30.0,18.333333333333332,20.0,4.0,4.0,46.333333333333336,52.857142857142854,25.0,26.857142857142858,-10.0,-5.0,-6.523809523809518,0.15151515151515152,15.384615384615385,0.12916666666666668
5.0,8.75,20.0,14.0,30.0,22.5,270.0,120.0,3.0,4.333333333333333,6.0,5.166666666666667,0.1,0.8083333333333332,4.0,2.75,1,0.5,1,0.1666666666666666,0,0.0,0,0.3333333333333333,1,0.1666666666666666,4,1.0,35,26.33333333333333,2020,11,16,0,321,1,0,-0.5000000000000004,0.8660254037844384,15.0,11.375,1,2.05,3.9,2.6666666666666665,35.0,0,2020-11-16,,,,,,,,,,,,0,,80.0,120.0,35,20.0,26.2,0.19047619047619047,15.0,20.0,20.0,4.0,4.0,4.0,42.0,52.0,45.0,25.0,25.0,25.0,18.333333333333332,19.285714285714285,4.0,4.0,43.0,50.0,26.666666666666668,26.857142857142858,-7.0,5.0,-7.0,0.15151515151515152,12.76595744680851,0.12916666666666668
5.0,8.75,20.0,14.0,25.0,17.5,270.0,157.5,3.0,4.166666666666667,5.0,5.0,0.1,0.6833333333333332,2.5,2.25,1,0.3333333333333333,1,0.1666666666666666,0,0.0,0,0.6666666666666666,1,0.3333333333333333,4,0.8333333333333334,32,23.33333333333333,2020,11,18,2,323,1,0,-0.5000000000000004,0.8660254037844384,15.0,11.375,0,1.3,2.4,2.5,32.0,0,2020-11-18,,,,,,,,,,,,0,,50.0,62.5,32,20.0,18.7,0.11904761904761904,20.0,15.0,20.0,4.0,4.0,4.0,35.0,42.0,52.0,30.0,25.0,25.0,18.333333333333332,19.285714285714285,3.5,3.7857142857142856,36.333333333333336,46.42857142857143,26.666666666666668,26.428571428571427,-3.0,0.0,-10.095238095238095,0.15151515151515152,12.76595744680851,0.12916666666666668
