date,date_str,annee,mois,zone,cote,swh_mean,swh_min,swh_max_value,swh_std,swh_max_absolu,n_points,etat_mer_satellite,score_risque_vague
2017-01-02,2017-01,2017,1,MANANJARY A TAOLAGNARO,SUD-EST,4.153837486827862e+36,1.4160699519295603,9.969209968386869e+36,4.9148867956207265e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-01-02,2017-01,2017,1,NOSY BE ET ENVIRONS,NORD-OUEST,0.7241600556535086,0.6313590842316242,0.798499175572431,0.06650480400370855,1.3749950098102737,4,Peu agitee,1.4
2017-02-02,2017-02,2017,2,CAP D'AMBRE A TOAMASINA,EST,1.2461512460483586e+36,0.6744426485171121,9.969209968386869e+36,3.297006293017218e+36,9.969209968386869e+36,16,Tres forte,10.0
2017-02-02,2017-02,2017,2,CAP D'AMBRE A MAHANORO,EST,2.584609991804003e+36,0.6709989156803459,9.969209968386869e+36,4.3687882627739794e+36,9.969209968386869e+36,27,Tres forte,10.0
2017-02-02,2017-02,2017,2,MAHANORO AU CAP SAINTE MARIE,SUD-EST,4.3199909863009766e+36,0.9032480491454804,9.969209968386869e+36,4.940098691549738e+36,9.969209968386869e+36,30,Tres forte,10.0
2017-02-02,2017-02,2017,2,TOAMASINA AU CAP SAINTE MARIE,EST-SUD,4.9846049841934345e+36,0.8988499101976071,9.969209968386869e+36,4.9846049841934345e+36,9.969209968386869e+36,40,Tres forte,10.0
2017-02-02,2017-02,2017,2,CAP D'AMBRE A BESALAMPY,NORD-OUEST,2.658455991569832e+36,0.5601922686545195,9.969209968386869e+36,4.408550522854675e+36,9.969209968386869e+36,30,Tres forte,10.0
2017-02-02,2017-02,2017,2,BESALAMPY A MOROMBE,OUEST,4.43075998594972e+36,0.43972362177509505,9.969209968386869e+36,4.953740260284793e+36,9.969209968386869e+36,18,Tres forte,10.0
2017-02-02,2017-02,2017,2,MOROMBE AU CAP SAINTE MARIE,SUD-OUEST,5.316911983139664e+36,1.1354148120504994,9.969209968386869e+36,4.973515749135352e+36,9.969209968386869e+36,15,Tres forte,10.0
2017-02-02,2017-02,2017,2,CAP D'AMBRE A ANTALAHA,NORD-EST,2.4923024920967173e+36,0.6709989156803459,9.969209968386869e+36,4.3167945441420447e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-02-02,2017-02,2017,2,ANTALAHA A TOAMASINA,EST,1.2706817858085824,0.6744426485171121,1.5983683100237265,0.2748369313371273,2.4805932864813434,8,Agitee,2.5
2017-02-02,2017-02,2017,2,TOAMASINA A MANANJARY,EST,4.153837486827862e+36,0.8988499101976071,9.969209968386869e+36,4.9148867956207265e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-02-02,2017-02,2017,2,MANANJARY A TAOLAGNARO,SUD-EST,4.9846049841934345e+36,1.6304464714346327,9.969209968386869e+36,4.9846049841934345e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-02-02,2017-02,2017,2,NOSY BE ET ENVIRONS,NORD-OUEST,0.7917842097319732,0.6709989156803459,0.9025497384081617,0.09314864051531525,1.2921856835642636,4,Peu agitee,1.6
2017-03-02,2017-03,2017,3,CAP D'AMBRE A TOAMASINA,EST,1.869226869072538e+36,1.228656619338753,9.969209968386869e+36,3.8911060186368346e+36,9.969209968386869e+36,16,Tres forte,10.0
2017-03-02,2017-03,2017,3,CAP D'AMBRE A MAHANORO,EST,3.3230699894622897e+36,0.5892172784756795,9.969209968386869e+36,4.699530647812588e+36,9.969209968386869e+36,27,Tres forte,10.0
2017-03-02,2017-03,2017,3,MAHANORO AU CAP SAINTE MARIE,SUD-EST,3.9876839873547476e+36,1.9345491039885165,9.969209968386869e+36,4.8838955122430895e+36,9.969209968386869e+36,30,Tres forte,10.0
2017-03-02,2017-03,2017,3,TOAMASINA AU CAP SAINTE MARIE,EST-SUD,4.9846049841934345e+36,1.732500332503481,9.969209968386869e+36,4.9846049841934345e+36,9.969209968386869e+36,40,Tres forte,10.0
2017-03-02,2017-03,2017,3,CAP D'AMBRE A BESALAMPY,NORD-OUEST,3.3230699894622897e+36,0.5892172784756795,9.969209968386869e+36,4.699530647812588e+36,9.969209968386869e+36,30,Tres forte,10.0
2017-03-02,2017-03,2017,3,BESALAMPY A MOROMBE,OUEST,4.43075998594972e+36,0.7959724096980787,9.969209968386869e+36,4.953740260284793e+36,9.969209968386869e+36,18,Tres forte,10.0
2017-03-02,2017-03,2017,3,MOROMBE AU CAP SAINTE MARIE,SUD-OUEST,5.316911983139664e+36,1.378729343314742,9.969209968386869e+36,4.973515749135352e+36,9.969209968386869e+36,15,Tres forte,10.0
2017-03-02,2017-03,2017,3,CAP D'AMBRE A ANTALAHA,NORD-EST,2.4923024920967173e+36,0.5892172784756795,9.969209968386869e+36,4.3167945441420447e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-03-02,2017-03,2017,3,ANTALAHA A TOAMASINA,EST,1.2461512460483586e+36,1.3159535552460218,9.969209968386869e+36,3.297006293017218e+36,9.969209968386869e+36,8,Tres forte,10.0
2017-03-02,2017-03,2017,3,TOAMASINA A MANANJARY,EST,4.9846049841934345e+36,1.732500332503481,9.969209968386869e+36,4.9846049841934345e+36,9.969209968386869e+36,12,Tres forte,10.0
2017-03-02,2017-03,2017,3,MANANJARY A TAOLAGNARO,SUD-EST,4.153837486827862e+36,1.9345491039885165,9.969209968386869e+36,4.9148867956207265e+36,9.969209968386869e+36,12,Tres forte,10.0
