vent_vitesse_min,vent_vitesse_max,vent_rafales,vent_direction_deg,mer_score_min,mer_score_max,mer_hauteur_min,mer_hauteur_max,temps_precipitation,temps_orage,temps_visibilite_reduite,temps_clair,temps_nuageux,temps_score_danger,score_risque,annee,mois,jour,jour_semaine,jour_annee,saison_cyclonique,weekend,mois_sin,mois_cos,jour_annee_sin,jour_annee_cos,zone_AMPANIHY A TAOLAGNARO,zone_ANTALAHA A FARAFANGANA,zone_ANTALAHA A MAHANORO,zone_ANTALAHA A MANANJARY,zone_ANTALAHA A TAOLAGNARO,zone_ANTALAHA A TOAMASINA,zone_ANTALAHA AU CAP SAINTE-MARIE,zone_AVIS DE GRAND FRAIS ASSOCIE A LA DEPRESSION TROPICALE ENTRE TOAMASINA,zone_AVIS DE GRAND FRAIS ASSOCIE A LA DEPRESSION TROPICALE ENTRE TOAMASINA ET VATOMANDRY,zone_BELNA' BESALAMPY A MOROMBE,zone_BESALAMPY A MOROMBE,zone_BESALAMPY A TOLIARA,zone_CAP D'AMBRE A ANTALAHA,zone_CAP D'AMBRE A BESALAMPY,zone_CAP D'AMBRE A CAP EST,zone_CAP D'AMBRE A MAHANORO,zone_CAP D'AMBRE A MAINTIRANO,zone_CAP D'AMBRE A MANANJARY,zone_CAP D'AMBRE A SAINTE-MARIE,zone_CAP D'AMBRE A TOAMASINA,zone_CAP D'AMBRE ANTALAHA,zone_CAP EST A MAHANORO,zone_CAP EST A TAOLAGNARO,zone_CAP SAINT ANDRE A ANALALAVA,zone_CAP SAINTE MARIE AU CAP ST VINCENT,zone_CAP SAINTE-MARIE A TAOLAGNARO,zone_CAP ST VINCENT AU CAP SAINT ANDRE,zone_FARAFANGANA A TAOLAGNARO,zone_FARAFANGANA AU CAP SAINTE-MARIE,zone_GRAND FRAIS AU VOISINAGE DE TAOLAGNARO,zone_GRAND FRAIS AU VOISINAGE DU CAP D'AMBRE,zone_GRAND FRAIS AU VOISINAGE DU CAP SAINTE-MARIE,zone_LOCALEMENT GRAND FRAIS AU SUD DE TAOLAGNARO,zone_MAHANORO A CAP SAINTE-MARIE,zone_MAHANORO A TAOLAGNARO,zone_MAHANORO AU CAP SAINTE-MARIE,zone_MAINTIRANO AU CAP SAINTE-MARIE,zone_MANANJARAY A TAOLAGNARO,zone_MANANJARY A CAP SAINTE-MARIE,zone_MANANJARY A TAOLAGNARO,zone_MANANJARY AU CAP SAINTE-MARIE,zone_MOROMBE A CAP SAINTE-MARIE,zone_MOROMBE A TAOLAGNARO,zone_MOROMBE AU CAP SAINTE-MARIE,zone_MOROMBE AU TAOLAGNARO,zone_SAINTE-MARIE A MAHANORO,zone_SAINTE-MARIE A MANANJARY,zone_SAINTE-MARIE A TAOLAGNARO,zone_SAINTE-MARIE AU CAP SAINTE-MARIE,zone_TAOLAGNARO AU CAP SAINTE MARIE,zone_TOAMASINA A TAOLAGNARO,zone_TOAMASINA AU CAP SAINTE-MARIE,zone_TOAMASINA AU TAOLAGNARO,zone_TOLIARA A TAOLAGNARO,zone_TOLIARA AU CAP SAINTE-MARIE,vent_amplitude,vent_moyen,mer_amplitude,mer_moyenne,vent_fort,vent_violent,rafales_fortes,mer_agitee,mer_forte,vent_vitesse_max_lag1,vent_vitesse_max_trend,mer_hauteur_max_lag1,mer_hauteur_max_trend,score_risque_lag1,score_risque_trend,vent_moyen_lag1,vent_moyen_trend,incident
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,20,2020,2,4,1,35,1,0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,4.0,-1.5,40.0,-20.0,12.5,0.0,0
10.0,15.0,15.0,90.0,5.0,5.0,1.25,2.5,0,0,0,0,0,0,20,2020,12,16,2,351,1,0,-2.4492935982947064e-16,1.0,-0.23867276600594997,0.9711000518829505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,5.0,5.0,1.25,2.5,0,0,0,0,0,0,25,2019,11,10,6,314,1,1,-0.5000000000000004,0.8660254037844384,-0.7694148268839381,0.6387494220515268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0,7.5,1.25,1.875,0,0,0,1,0,15.0,-5.0,2.5,0.0,20.0,5.0,12.5,-5.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2020,1,2,3,2,1,0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,10.0,0.0,2.5,0.0,25.0,0.0,7.5,0.0,0
10.0,15.0,20.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,35,2020,1,25,5,25,1,1,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,10.0,5.0,2.5,1.5,25.0,10.0,7.5,5.0,0
10.0,15.0,15.0,180.0,4.0,5.0,0.5,2.5,1,0,0,0,0,1,23,2020,11,29,6,334,1,1,-0.5000000000000004,0.8660254037844384,-0.5086709438521042,0.8609610158889945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,3.0,12.5,0.0,0
10.0,15.0,20.0,180.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,0,2021,12,29,2,363,1,0,-2.4492935982947064e-16,1.0,-0.034421611622745804,0.9994074007397048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,0.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2020,2,2,6,33,1,1,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,10.0,0.0,2.5,0.0,25.0,0.0,7.5,0.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,1,0,0,30,2019,9,14,5,257,0,1,-1.0,-1.8369701987210297e-16,-0.9587178169872964,-0.2843591872810036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,35.0,-5.0,12.5,0.0,0
10.0,15.0,25.0,135.0,5.0,5.0,1.25,2.5,1,0,0,0,0,2,31,2022,7,30,5,211,0,1,-0.4999999999999997,-0.8660254037844388,-0.47115950767386394,-0.8820480249558535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,28.0,3.0,12.5,0.0,1
15.0,20.0,20.0,0.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,35,2019,10,17,3,290,0,0,-0.8660254037844386,0.5000000000000001,-0.9611297838723007,0.27609697309746883,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,17.5,2.0,1.5,0,0,0,1,0,15.0,5.0,4.0,-1.5,41.0,-6.0,12.5,5.0,1
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,1,0,0,0,1,1,23,2022,1,30,6,30,1,1,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,23.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,5,2020,1,15,2,15,1,0,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,10.0,0.0,2.5,0.0,37.0,-32.0,7.5,0.0,0
10.0,15.0,20.0,90.0,5.0,5.0,1.25,2.5,1,0,0,0,0,1,23,2021,2,15,0,46,1,0,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,23.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,1,0,0,0,0,2,11,2020,2,19,2,50,1,0,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,15.0,-5.0,2.0,0.5,30.0,-19.0,12.5,-5.0,0
5.0,10.0,20.0,180.0,4.0,5.0,0.5,1.0,0,0,0,0,0,0,25,2019,12,30,0,364,1,0,-2.4492935982947064e-16,1.0,-0.01721335615583528,0.9998518392091162,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,0.5,0.75,0,0,0,1,0,15.0,-5.0,1.8,-0.8,30.0,-5.0,10.0,-2.5,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,5,2019,12,5,3,339,1,0,-2.4492935982947064e-16,1.0,-0.4327755925504317,0.9015016841318838,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,20.0,-10.0,4.0,-1.5,40.0,-35.0,17.5,-10.0,0
10.0,20.0,30.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,50,2019,12,29,6,363,1,1,-2.4492935982947064e-16,1.0,-0.034421611622745804,0.9994074007397048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.0,15.0,2.75,2.625,0,0,1,1,1,10.0,10.0,2.5,1.5,25.0,25.0,7.5,7.5,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2019,11,25,0,329,1,0,-0.5000000000000004,0.8660254037844384,-0.5808002734538013,0.8140460935082175,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,20.0,-10.0,2.5,0.0,35.0,-10.0,17.5,-10.0,1
10.0,15.0,20.0,0.0,3.0,5.0,0.1,2.5,1,1,0,0,0,4,32,2020,12,2,2,337,1,0,-2.4492935982947064e-16,1.0,-0.4635502709028512,0.8860706215341378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.4,1.3,0,0,0,1,0,15.0,0.0,2.5,0.0,32.0,0.0,12.5,0.0,0
10.0,15.0,20.0,90.0,5.0,5.0,1.25,2.5,1,1,0,0,0,4,42,2019,12,27,4,361,1,0,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,10.0,5.0,2.5,0.0,37.0,5.0,7.5,5.0,0
5.0,10.0,25.0,90.0,3.0,6.0,0.1,4.0,0,0,0,0,0,0,35,2020,1,12,6,12,1,1,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,3.9,2.05,0,0,0,1,1,20.0,-10.0,1.5,2.5,40.0,-5.0,15.0,-7.5,0
10.0,15.0,20.0,90.0,4.0,6.0,0.5,4.0,1,0,0,0,0,1,38,2019,12,1,6,335,1,1,-2.4492935982947064e-16,1.0,-0.49377555015997737,0.8695893893466109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,3.5,2.25,0,0,0,1,1,10.0,5.0,4.0,0.0,30.0,8.0,7.5,5.0,0
15.0,25.0,30.0,90.0,5.0,6.0,1.25,4.0,1,1,0,0,1,4,67,2020,1,21,1,21,1,0,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,20.0,2.75,2.625,1,0,1,1,1,20.0,5.0,4.0,0.0,57.0,10.0,17.5,2.5,0
5.0,10.0,25.0,90.0,4.0,6.0,0.5,4.0,1,0,0,0,0,2,41,2019,10,30,2,303,0,0,-0.8660254037844386,0.5000000000000001,-0.8758917051442433,0.48250774176121763,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,3.5,2.25,0,0,0,1,1,10.0,0.0,4.0,0.0,30.0,11.0,7.5,0.0,0
10.0,15.0,25.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,1,0,15,2019,12,4,2,338,1,0,-2.4492935982947064e-16,1.0,-0.4482293417404106,0.893918596519257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,30.0,-15.0,12.5,0.0,0
10.0,15.0,20.0,180.0,4.0,5.0,0.5,2.5,1,0,0,0,0,1,3,2022,5,12,3,132,0,0,0.49999999999999994,-0.8660254037844387,0.7638886127905428,-0.6453481132295501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,-17.0,12.5,0.0,0
5.0,10.0,25.0,90.0,5.0,6.0,1.25,4.0,0,0,0,1,1,0,35,2020,1,10,4,10,1,0,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.0,7.5,2.75,2.625,0,0,0,1,1,15.0,-5.0,2.5,1.5,10.0,25.0,12.5,-5.0,0
10.0,15.0,20.0,180.0,3.0,5.0,0.1,0.8,1,0,0,1,0,1,33,2019,10,10,3,283,0,0,-0.8660254037844386,0.5000000000000001,-0.9873494423939864,0.15855938510313475,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,0.7000000000000001,0.45,0,0,0,1,0,15.0,0.0,2.5,-1.7,40.0,-7.0,12.5,0.0,1
10.0,15.0,20.0,135.0,5.0,5.0,1.25,2.5,1,0,0,0,0,2,26,2020,12,15,1,350,1,0,-2.4492935982947064e-16,1.0,-0.2553532951161881,0.9668478136052773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,26.0,0.0,12.5,0.0,1
10.0,15.0,20.0,180.0,4.0,5.0,0.5,2.0,0,0,0,0,0,0,30,2020,2,8,5,39,1,1,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.5,1.25,0,0,0,1,0,10.0,5.0,2.5,-0.5,25.0,5.0,7.5,5.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,1,1,0,0,0,4,32,2020,12,31,3,366,1,0,-2.4492935982947064e-16,1.0,0.017213356155833904,0.9998518392091162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,28.0,4.0,12.5,0.0,1
5.0,10.0,20.0,90.0,3.0,5.0,0.1,2.5,0,0,0,0,0,0,25,2020,1,27,0,27,1,0,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.4,1.3,0,0,0,1,0,15.0,-5.0,2.5,0.0,15.0,10.0,10.0,-2.5,0
5.0,10.0,15.0,90.0,3.0,5.0,0.1,2.5,0,0,0,1,1,0,25,2019,9,13,4,256,0,0,-1.0,-1.8369701987210297e-16,-0.9536809966304455,-0.300819807635668,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.4,1.3,0,0,0,1,0,10.0,0.0,2.5,0.0,25.0,0.0,7.5,0.0,0
10.0,15.0,20.0,135.0,5.0,5.0,1.25,2.5,0,0,0,0,0,0,20,2021,8,19,3,231,0,0,-0.8660254037844384,-0.5000000000000004,-0.7412220108485957,-0.6712599575675315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,4.0,-1.5,41.0,-21.0,12.5,0.0,0
10.0,15.0,20.0,45.0,4.0,5.0,0.5,1.5,0,0,0,0,1,0,20,2022,12,20,1,354,1,0,-2.4492935982947064e-16,1.0,-0.1882267098432439,0.9821256058680006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.0,1.0,0,0,0,1,0,15.0,0.0,1.5,0.0,23.0,-3.0,12.5,0.0,0
5.0,15.0,20.0,90.0,3.0,5.0,0.1,2.5,0,0,0,0,0,0,30,2019,10,11,4,284,0,0,-0.8660254037844386,0.5000000000000001,-0.9844738167520923,0.17553149042142777,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,10.0,2.4,1.3,0,0,0,1,0,10.0,5.0,2.5,0.0,5.0,25.0,7.5,2.5,0
10.0,15.0,20.0,90.0,3.0,5.0,0.1,2.5,0,0,0,0,0,0,20,2019,11,13,2,317,1,0,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.4,1.3,0,0,0,1,0,15.0,0.0,2.5,0.0,0.0,20.0,12.5,0.0,0
15.0,25.0,30.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,55,2020,1,25,5,25,1,1,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10.0,20.0,2.75,2.625,1,0,1,1,1,15.0,10.0,4.0,0.0,35.0,20.0,12.5,7.5,0
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,0,0,0,0,1,0,20,2022,3,28,0,87,1,0,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,3.0,17.0,12.5,0.0,0
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,1,0,0,0,0,1,23,2021,1,11,0,11,1,0,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,26.0,-3.0,12.5,0.0,0
5.0,10.0,25.0,135.0,5.0,6.0,1.25,1.5,0,0,0,0,0,0,35,2019,10,4,4,277,0,0,-0.8660254037844386,0.5000000000000001,-0.9984354211555643,0.05591699010060302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,0.25,1.375,0,0,0,1,1,15.0,-5.0,1.5,0.0,30.0,5.0,15.0,-7.5,1
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,30,2020,1,11,5,11,1,1,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,10.0,5.0,4.0,-1.5,35.0,-5.0,7.5,5.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,1,0,0,0,0,1,3,2021,2,17,2,48,1,0,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,0.0,3.0,12.5,0.0,0
15.0,25.0,30.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,55,2020,1,23,3,23,1,0,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10.0,20.0,2.75,2.625,1,0,1,1,1,20.0,5.0,4.0,0.0,57.0,-2.0,17.5,2.5,0
