vent_vitesse_min,vent_vitesse_max,vent_rafales,vent_direction_deg,mer_score_min,mer_score_max,mer_hauteur_min,mer_hauteur_max,temps_precipitation,temps_orage,temps_visibilite_reduite,temps_clair,temps_nuageux,temps_score_danger,score_risque,annee,mois,jour,jour_semaine,jour_annee,saison_cyclonique,weekend,mois_sin,mois_cos,jour_annee_sin,jour_annee_cos,zone_AMPANIHY A TAOLAGNARO,zone_ANTALAHA A FARAFANGANA,zone_ANTALAHA A MAHANORO,zone_ANTALAHA A MANANJARY,zone_ANTALAHA A TAOLAGNARO,zone_ANTALAHA A TOAMASINA,zone_ANTALAHA AU CAP SAINTE-MARIE,zone_AVIS DE GRAND FRAIS ASSOCIE A LA DEPRESSION TROPICALE ENTRE TOAMASINA,zone_AVIS DE GRAND FRAIS ASSOCIE A LA DEPRESSION TROPICALE ENTRE TOAMASINA ET VATOMANDRY,zone_BELNA' BESALAMPY A MOROMBE,zone_BESALAMPY A MOROMBE,zone_BESALAMPY A TOLIARA,zone_CAP D'AMBRE A ANTALAHA,zone_CAP D'AMBRE A BESALAMPY,zone_CAP D'AMBRE A CAP EST,zone_CAP D'AMBRE A MAHANORO,zone_CAP D'AMBRE A MAINTIRANO,zone_CAP D'AMBRE A MANANJARY,zone_CAP D'AMBRE A SAINTE-MARIE,zone_CAP D'AMBRE A TOAMASINA,zone_CAP D'AMBRE ANTALAHA,zone_CAP EST A MAHANORO,zone_CAP EST A TAOLAGNARO,zone_CAP SAINT ANDRE A ANALALAVA,zone_CAP SAINTE MARIE AU CAP ST VINCENT,zone_CAP SAINTE-MARIE A TAOLAGNARO,zone_CAP ST VINCENT AU CAP SAINT ANDRE,zone_FARAFANGANA A TAOLAGNARO,zone_FARAFANGANA AU CAP SAINTE-MARIE,zone_GRAND FRAIS AU VOISINAGE DE TAOLAGNARO,zone_GRAND FRAIS AU VOISINAGE DU CAP D'AMBRE,zone_GRAND FRAIS AU VOISINAGE DU CAP SAINTE-MARIE,zone_LOCALEMENT GRAND FRAIS AU SUD DE TAOLAGNARO,zone_MAHANORO A CAP SAINTE-MARIE,zone_MAHANORO A TAOLAGNARO,zone_MAHANORO AU CAP SAINTE-MARIE,zone_MAINTIRANO AU CAP SAINTE-MARIE,zone_MANANJARAY A TAOLAGNARO,zone_MANANJARY A CAP SAINTE-MARIE,zone_MANANJARY A TAOLAGNARO,zone_MANANJARY AU CAP SAINTE-MARIE,zone_MOROMBE A CAP SAINTE-MARIE,zone_MOROMBE A TAOLAGNARO,zone_MOROMBE AU CAP SAINTE-MARIE,zone_MOROMBE AU TAOLAGNARO,zone_SAINTE-MARIE A MAHANORO,zone_SAINTE-MARIE A MANANJARY,zone_SAINTE-MARIE A TAOLAGNARO,zone_SAINTE-MARIE AU CAP SAINTE-MARIE,zone_TAOLAGNARO AU CAP SAINTE MARIE,zone_TOAMASINA A TAOLAGNARO,zone_TOAMASINA AU CAP SAINTE-MARIE,zone_TOAMASINA AU TAOLAGNARO,zone_TOLIARA A TAOLAGNARO,zone_TOLIARA AU CAP SAINTE-MARIE,vent_amplitude,vent_moyen,mer_amplitude,mer_moyenne,vent_fort,vent_violent,rafales_fortes,mer_agitee,mer_forte,vent_vitesse_max_lag1,vent_vitesse_max_trend,mer_hauteur_max_lag1,mer_hauteur_max_trend,score_risque_lag1,score_risque_trend,vent_moyen_lag1,vent_moyen_trend,incident
5.0,10.0,20.0,90.0,3.0,5.0,0.1,2.5,0,0,0,0,0,0,25,2020,2,8,5,39,1,1,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770628,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.4,1.3,0,0,0,1,0,10.0,0.0,2.5,0.0,25.0,0.0,7.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2019,12,27,4,361,1,0,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,20.0,-10.0,4.0,-1.5,50.0,-25.0,15.0,-7.5,0
10.0,15.0,30.0,135.0,4.0,5.0,0.5,2.5,1,0,0,0,0,2,16,2021,9,23,3,266,0,0,-1.0,-1.8369701987210297e-16,-0.9911140639934546,-0.13301470653419636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,1,1,0,15.0,0.0,2.5,0.0,25.0,-9.0,12.5,0.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,1,0,0,30,2019,9,22,6,265,0,1,-1.0,-1.8369701987210297e-16,-0.9886775902323404,-0.15005539834465262,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,20.0,-5.0,2.5,0.0,35.0,-5.0,17.5,-5.0,0
15.0,20.0,25.0,90.0,4.0,6.0,0.5,4.0,0,0,0,1,1,0,45,2019,11,24,6,328,1,1,-0.5000000000000004,0.8660254037844384,-0.594726686960764,0.8039279618328208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.0,17.5,3.5,2.25,0,0,0,1,1,10.0,10.0,0.5,3.5,15.0,30.0,7.5,10.0,0
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,1,0,0,0,0,2,26,2020,12,14,0,349,1,0,-2.4492935982947064e-16,1.0,-0.27195815753410524,0.9623090774541487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,6.0,12.5,0.0,0
10.0,15.0,20.0,90.0,5.0,5.0,1.25,2.5,0,0,0,0,0,0,30,2020,1,26,6,26,1,1,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,10.0,5.0,2.5,0.0,25.0,5.0,7.5,5.0,0
10.0,15.0,15.0,135.0,6.0,6.0,2.5,4.0,1,1,0,0,0,4,37,2021,12,31,4,365,1,0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.5,3.25,0,0,0,1,1,15.0,0.0,2.5,1.5,3.0,34.0,12.5,0.0,0
10.0,15.0,25.0,135.0,5.0,5.0,1.25,2.4,0,0,0,1,1,0,25,2021,7,6,1,187,0,0,-0.4999999999999997,-0.8660254037844388,-0.07738647923346322,-0.9970011699250151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.15,1.825,0,0,0,1,0,15.0,0.0,2.5,-0.10000000000000009,11.0,14.0,12.5,0.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,20,2019,10,19,5,292,0,1,-0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,4.0,-1.5,46.0,-26.0,12.5,0.0,0
10.0,15.0,20.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,35,2020,1,25,5,25,1,1,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,20.0,-5.0,2.5,1.5,40.0,-5.0,17.5,-5.0,0
10.0,15.0,25.0,315.0,5.0,6.0,1.25,4.0,1,1,0,0,0,4,42,2022,3,8,1,67,1,0,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,15.0,0.0,4.0,0.0,42.0,0.0,12.5,0.0,0
10.0,15.0,20.0,180.0,5.0,6.0,1.25,4.0,0,0,0,1,0,0,35,2019,11,7,3,311,1,0,-0.5000000000000004,0.8660254037844384,-0.801361088174677,0.5981809144059159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,10.0,5.0,2.5,1.5,25.0,10.0,7.5,5.0,0
5.0,10.0,25.0,90.0,5.0,5.0,1.25,2.5,1,0,0,0,0,1,33,2019,12,8,6,342,1,1,-2.4492935982947064e-16,1.0,-0.38566340624360745,0.9226395488404875,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,1.25,1.875,0,0,0,1,0,10.0,0.0,1.5,1.0,25.0,8.0,7.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,1,1,0,25,2019,12,26,3,360,1,0,-2.4492935982947064e-16,1.0,-0.0859647987374467,0.9962981749346077,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,20.0,-10.0,2.5,0.0,57.0,-32.0,17.5,-10.0,0
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,1,0,0,0,0,1,23,2020,12,11,4,346,1,0,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,4.0,-1.5,35.0,-12.0,12.5,0.0,0
15.0,25.0,30.0,90.0,5.0,7.0,1.25,6.0,1,1,0,1,0,4,72,2020,1,24,4,24,1,0,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,20.0,4.75,3.625,1,0,1,1,1,25.0,0.0,4.0,2.0,55.0,17.0,20.0,0.0,0
10.0,15.0,20.0,180.0,4.0,5.0,0.5,2.5,1,0,0,1,0,2,6,2021,6,10,3,161,0,0,1.2246467991473532e-16,-1.0,0.36171373072976765,-0.9322892131745133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,0.0,6.0,12.5,0.0,0
15.0,20.0,25.0,90.0,5.0,5.0,1.25,2.5,0,0,0,0,0,0,40,2020,1,24,4,24,1,0,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,17.5,1.25,1.875,0,0,0,1,0,20.0,0.0,2.5,0.0,15.0,25.0,17.5,0.0,0
5.0,10.0,20.0,180.0,3.0,3.0,0.1,0.5,0,0,0,0,0,0,15,2019,10,30,2,303,0,0,-0.8660254037844386,0.5000000000000001,-0.8758917051442433,0.48250774176121763,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,0.4,0.3,0,0,0,0,0,10.0,0.0,4.0,-3.5,41.0,-26.0,7.5,0.0,0
15.0,20.0,30.0,180.0,4.0,6.0,0.5,1.0,0,0,0,0,0,0,50,2019,11,15,4,319,1,0,-0.5000000000000004,0.8660254037844384,-0.7116566222817751,0.7025274741691566,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,17.5,0.5,0.75,0,0,1,1,1,15.0,5.0,0.5,0.5,45.0,5.0,12.5,5.0,0
10.0,15.0,25.0,90.0,4.0,5.0,0.5,2.5,0,0,0,1,1,0,35,2019,11,24,6,328,1,1,-0.5000000000000004,0.8660254037844384,-0.594726686960764,0.8039279618328208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,20.0,-5.0,4.0,-1.5,45.0,-10.0,17.5,-5.0,0
10.0,15.0,20.0,90.0,5.0,6.0,1.25,4.0,0,0,0,1,1,0,35,2020,1,29,2,29,1,0,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,10.0,5.0,2.5,1.5,25.0,10.0,7.5,5.0,0
10.0,15.0,20.0,180.0,5.0,5.0,1.25,2.5,0,0,0,0,1,0,20,2020,12,18,4,353,1,0,-2.4492935982947064e-16,1.0,-0.20510449986861926,0.9787400799669153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,3.0,3.0,0.1,0.5,0,0,0,0,0,0,15,2019,11,29,4,333,1,0,-0.5000000000000004,0.8660254037844384,-0.5234156073655503,0.8520775211013093,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,0.4,0.3,0,0,0,0,0,10.0,0.0,4.0,-3.5,30.0,-15.0,7.5,0.0,0
10.0,15.0,20.0,135.0,5.0,6.0,1.25,4.0,0,0,0,0,0,0,35,2019,10,4,4,277,0,0,-0.8660254037844386,0.5000000000000001,-0.9984354211555643,0.05591699010060302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,15.0,0.0,2.5,1.5,10.0,25.0,10.0,2.5,1
10.0,15.0,20.0,90.0,6.0,6.0,2.5,4.0,1,1,0,0,0,4,37,2022,1,10,0,10,1,0,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.5,3.25,0,0,0,1,1,15.0,0.0,4.0,0.0,37.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2019,12,12,3,346,1,0,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,15.0,-5.0,4.0,-1.5,45.0,-20.0,12.5,-5.0,0
10.0,15.0,20.0,135.0,5.0,6.0,1.25,4.0,0,0,0,1,1,0,25,2020,12,6,6,341,1,1,-2.4492935982947064e-16,1.0,-0.4014879892059737,0.9158642882672868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,15.0,0.0,2.5,1.5,23.0,2.0,12.5,0.0,1
10.0,15.0,20.0,270.0,4.0,5.0,0.5,2.5,1,0,0,0,0,1,23,2020,12,1,1,336,1,0,-2.4492935982947064e-16,1.0,-0.4787338401157883,0.8779600847008883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,32.0,-9.0,12.5,0.0,0
10.0,15.0,25.0,180.0,5.0,6.0,1.25,4.0,0,0,0,0,0,0,40,2020,1,20,0,20,1,0,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,20.0,-5.0,4.0,0.0,57.0,-17.0,17.5,-5.0,1
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,20,2020,1,5,6,5,1,1,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,10.0,5.0,2.5,0.0,5.0,15.0,7.5,5.0,0
10.0,15.0,25.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,15,2020,2,18,1,49,1,0,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,35.0,-20.0,12.5,0.0,0
10.0,15.0,15.0,180.0,5.0,5.0,1.25,2.5,1,1,0,0,0,4,32,2020,12,20,6,355,1,1,-2.4492935982947064e-16,1.0,-0.1712931441814778,0.9852201067560606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,32.0,0.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,1,0,0,5,2019,10,11,4,284,0,0,-0.8660254037844386,0.5000000000000001,-0.9844738167520923,0.17553149042142777,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,20.0,-10.0,4.0,-1.5,45.0,-40.0,15.0,-7.5,0
10.0,15.0,25.0,135.0,4.0,5.0,0.5,2.5,1,0,0,0,0,2,11,2022,10,6,3,279,0,0,-0.8660254037844386,0.5000000000000001,-0.9959189961471792,0.0902516100310407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,4.0,-1.5,36.0,-25.0,12.5,0.0,0
10.0,15.0,25.0,90.0,5.0,6.0,1.25,4.0,0,0,0,0,1,0,40,2020,1,22,2,22,1,0,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,15.0,0.0,4.0,0.0,47.0,-7.0,12.5,0.0,0
5.0,10.0,20.0,180.0,6.0,8.0,2.5,9.0,0,0,0,0,0,0,40,2019,12,8,6,342,1,1,-2.4492935982947064e-16,1.0,-0.38566340624360745,0.9226395488404875,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,6.5,5.75,0,0,0,1,1,20.0,-10.0,2.5,6.5,38.0,2.0,15.0,-7.5,0
5.0,10.0,20.0,90.0,3.0,3.0,0.1,0.5,0,0,0,0,0,0,15,2019,10,24,3,297,0,0,-0.8660254037844386,0.5000000000000001,-0.9209712877166346,0.38963044953078774,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,0.4,0.3,0,0,0,0,0,10.0,0.0,4.0,-3.5,30.0,-15.0,7.5,0.0,0
5.0,10.0,20.0,90.0,3.0,5.0,0.1,2.5,0,0,0,0,0,0,25,2020,2,12,2,43,1,0,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.4,1.3,0,0,0,1,0,10.0,0.0,4.0,-1.5,40.0,-15.0,7.5,0.0,0
10.0,15.0,20.0,135.0,5.0,6.0,1.25,4.0,1,0,0,1,1,1,28,2020,12,11,4,346,1,0,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.75,2.625,0,0,0,1,1,15.0,0.0,4.0,0.0,35.0,-7.0,12.5,0.0,0
10.0,15.0,20.0,135.0,5.0,5.0,1.25,2.5,1,0,0,0,0,1,23,2022,6,8,2,159,0,0,1.2246467991473532e-16,-1.0,0.39359027665646673,-0.9192859697186104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,1.25,1.875,0,0,0,1,0,15.0,0.0,2.5,0.0,31.0,-8.0,12.5,0.0,0
10.0,15.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,0,2019,12,6,4,340,1,0,-2.4492935982947064e-16,1.0,-0.41719360261231697,0.9088176373395028,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.0,1.5,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,-20.0,12.5,0.0,0
5.0,10.0,20.0,90.0,4.0,5.0,0.5,2.5,0,0,0,0,0,0,25,2019,12,1,6,335,1,1,-2.4492935982947064e-16,1.0,-0.49377555015997737,0.8695893893466109,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.5,2.0,1.5,0,0,0,1,0,15.0,-5.0,4.0,-1.5,38.0,-13.0,12.5,-5.0,0
10.0,15.0,15.0,225.0,3.0,5.0,0.1,2.5,1,1,0,0,0,4,32,2020,12,8,1,343,1,0,-2.4492935982947064e-16,1.0,-0.3697245428906732,0.9291414114031743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,12.5,2.4,1.3,0,0,0,1,0,15.0,0.0,2.5,0.0,20.0,12.0,12.5,0.0,0
