Date debut,Date fin,Thématique,Objets,District,Commune,Localite,Region,Types,Longitude,Latitude,Personne concerne,Mort,Colonne1,description,Commentaire,Date_debut_dt
25/09/2022,,Incident maritime,23 Sepembre:Sauvetage de passagers d'un boutre,,nosy Makamby,MAHAJANGA,,SAR,45.917225,-15.71477,,,,Le 23 Septembre 2022 l’APMF de Mahajanga a reçu une alerte de détresse émanant d’un boutre baptisé LAZAMAHASOA MIKARAMA II. Ayant reçu l’alerte l’APMF et l’équipe de la Sécurité Civile « Tanora Vonona Hampandroso ny Faritra Boeny (TVHFB) ont déployé deux vedettes pour récupérer les passagers. Le boutre a été ainsi trouvé au nord du Nosy Makamba au Sud-Ouest de Mahajanga. Tous les passagers ont été transbordés dans la vedette rapide. Le 24 septembre 2022 vers midi ils ont été ramenés à terre à Mahajanga sains et saufs.,Il s’agit d’une opération de sauvetage effectuée par l’APMF pour secourir les passagers d’un boutre en difficulté au large de Nosy Makamba/ Grâce à cette intervention à temps toutes les personnes à bord sont sains et saufs/ Malgré la fin de l’hiver austral les vents d’alizée continuent de persister sur nos côtes et génèrent régulièrement de la houle modérée à forte pouvant entrainé des difficultés pour les embarcations surtout en cas de surcharges de celles-ci/,2022-09-25
26/09/2022,26/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/09/2022,27/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/09/2022,28/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/09/2022,29/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/09/2022,,Incident maritime,30 septembre:Echouage du chaland FIHAVANANA ,,Ambalakininina,MAHANORO,,ACC_ECHOUAGE,48.800494,-19.907389,,,,Le vendredi 30 septembre 2022 vers 20h00 le navire transporteur de marchandises FIHAVANA-NA pavillon Malagasy chargé des sacs de micaLe vendredi 30 septembre 2022 vers 20h00 le chaland transporteur de marchandises FIHAVANANA pavillon Malagasy chargé des sacs de mica en provenance de Fort Dauphin s’est dérouté et a essayé de rallier la côte de Mahanoro à cause d’une insuffisance de gasoil. Au cours de cet accostage ce navire s’est échoué à cause de mauvaise manœuvre perpétrée par le commandant. Il n’a pas pu convenablement tenir l’ancre et le navire a été porté par le courant et les vagues vers le bord de la mer. L’équipe de l’APMF s’est rendu sur les lieux de l’incident entre Ambalakininina et Antarafina district Mahanoro pour effectuer un constat. Aucune perte de vie ni blessure n’a été observée. Toutefois la mer est rentrée à l’intérieur du navire. Les dix (10) équipages sont en cours de réparation car ils ont l’intention de reprendre leur voyage vers Toamasina. Aucune menace de marée noire n’a été rapportée jusqu’ici. Dans la matinée du 06 octobre 2022 un engin d’une entreprise de construction de route locale a essayé le déséchouage mais sans résultat à cause des fortes houles. en provenance de Fort Dauphin a été dérouté et a essayé de rallier la côte de Mahanoro. Au cours de cet accostage ce navire s’est échoué à cause de mauvaise manœuvre perpétrée par le commandant. Il n’a pas pu convenablement tenir l’ancre et le navire a été porté par le courant et les vagues vers le bord de la mer. Selon les autorités policières de cette ville ce navire était obligé de rallier la côte à cause de l’insuffisance de gas-oil. L’équipe de l’APMF s’est rendu sur les lieux de l’incident entre Ambalakininina et Antarafina district Mahanoro pour effectuer un constat. Aucune perte de vie ni blessure. Toutefois depuis le vendredi les eaux sont entrées à l’intérieur de ce navire. Les dix (10) équipages sont en cours de réparation car ils ont l’intention de reprendre leur voyage vers Toamasina.,Deux (02) cas d’incidents maritimes ont été enregistrés par le CFIM cette semaine. Le premier concerne l’échouage de navire FIHAVANANA au bord de la mer de Mahanoro tandis que le deuxième relate la noyade mortelle d’un jeune homme d’Antananarivo de 27 ans dans la mer de Morondava. Pour le premier cas l’incident a été causé par la fausse manœuvre du commandant à l’accostage lorsqu’il a tenté de rallier la côte de Mahanoro pour résoudre leur problème de carburant. Normalement ce problème a dû être évité depuis leur départ de Taolagnaro étant donné qu’aucune possibilité d’accostage au port n’existe actuellement sur la côte Est de Madagascar à cause de la fermeture de tous les ports. Et pour le deuxième cas les vacanciers doivent exercer une vigilance particulière lors des baignades en mer parce que la manque d’expérience en mer ainsi que l’ignorance de l’existence de certains « Fady » sur la côte peut causer un danger mortel. ,2022-09-30
01/10/2022,01/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/10/2022,02/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/10/2022,03/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/10/2022,04/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/10/2022,05/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/10/2022,06/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/10/2022,07/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/10/2022,08/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/10/2022,09/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/10/2022,10/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/10/2022,11/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/10/2022,12/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/10/2022,13/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/10/2022,14/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/10/2022,15/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/10/2022,16/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/10/2022,17/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/10/2022,18/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/10/2022,,Incident maritime,19 octobre:Homme mort à bord:vedette baptisée GCWG:matricule MJ21036,,Betamanga,MAHAJANGABetamanga,,ACC_CADAVRE,46.314843,-15.693995,,,,Le 19 octobre 2022 à l’aube le corps sans vie d’un jeune pêcheur a été trouvé par les riverains à bord de la vedette baptisée GCWG matricule MJ21036 dans le quartier de Betamanga fokontany Amborovy dans la CU Mahajanga. L’embarcation était au mouillage au moment du drame. Ils étaient deux (02) à bord. Le défunt travaillait comme pêcheur à bord de l’embarcation de pêches appartenant à un ressortissant chinois.  Une équipe de la Gendarmerie et le BMH de Mahajanga sont descendus sur le lieu pour constater l’accident. Une corde est attachée sur son coup. L’autopsie effectué par le médecin légiste de la BMH aurait avancé un acte de suicide commis vers 2h du matin.,La cause de cette perte de vie aurait été un suicide. Il s’agît d’un fait rare à Madagascar pour le cas de gens de mer.  D’après les informations recueillies ce suicide faisait suite à un problème social. Toutefois toute précaution sur la surveillance de comportement de l’équipage est nécessaire.,2022-10-19
20/10/2022,20/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/10/2022,21/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/10/2022,22/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/10/2022,23/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/10/2022,24/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/10/2022,25/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/10/2022,26/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/10/2022,27/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/10/2022,28/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/10/2022,29/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/10/2022,30/10/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/10/2022,,Incident maritime,31 octobre:Naufrage d'une pirogue de pêcheurs:2 morts,,,TAOLAGNARO,,ACC_NAUFRAGE,46.999747,-25.046043,,,,Le 31 octobre 2022 entre 05h30 à 06h du matin une pirogue traditionnelle avec quatre (04) pêcheurs à bord a fait naufrage au large de Taolagnaro en raison d’une forte vague. Deux des pêcheurs ont pu nagé jusqu’à la plage de Monseigneur l’un a été trouvé mort tandis que la quatrième demeure introuvable. La DRPEB l’APMF locale le Détachement de la Marine Nationale Taolagnaro et la société minière QMM ont effectué les opérations SAR avec deux (02) vedettes déployées.,Il s’agit d’une noyade mortelle d’une fillette de 11 ans à Vohémar suite à un manque de vigilance des parents face à l’état agité de la mer notamment sur la partie nord. L’autre évènement se rapporte au naufrage d’une pirogue de pêcheurs de langouste renversée par une forte vague. La météo a annoncé un temps venteux dans le sud en raison de la présence d’un anticyclone. Ainsi est-il toujours conseillé aux utilisateurs de la mer de bien suivre les recommandations des autorités maritimes avant de sortir en mer. Ces deux cas d’incidents sont souvent causés par l’état de la mer allant de fort à agité pouvant atteindre 2 m de hauteur.,2022-10-31
01/11/2022,01/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/11/2022,02/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/11/2022,03/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/11/2022,04/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/11/2022,05/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/11/2022,06/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/11/2022,07/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/11/2022,08/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/11/2022,,Incident maritime,11 Septembre:Collision entre un boutre et une vedette:14 morts,,Ampondrabe,ANTSOHIHY,,ACC_COLLISION,47.7365,-14.617461,,,,Le 11 septembre 2022 dans la soirée dans le détroit d'Ampondrabe Antsohihy à 3km du port une vedette de transport de passagers MAZAVA II est entré en collision avec le boutre de marchandises l’EAU VIVE FENORANO. Le bilan de ce naufrage fait état de 14 passagers sans vie et une dizaine de personnes portées disparues. 5 personnes sont rescapées dont un enfant de 8 ans qui s’est accroché à un sac de charbon et une jeune étudiante de 22 ans. Grace à la présence de la nouvelle représentation de l’APMF à Analalava le boutre en fuite a pu être arrêté cinq heures après la collision. Selon le code pénal et le code maritime les quatre membres de l’équipage devraient être jugés pour « accident mortel » et « délit de fuite ». Quatre personnes parmi les six déférées  au Parquet ont été placées sous Mandat de Dépôt.,,2022-11-09
10/11/2022,,Incident maritime,11 octobre:Naufrage d’une pirogue de pêcheurs:1 mort,,,TAOLAGNARO,,ACC_NAUFRAGE,46.991415,-25.023604,,,,Le 11 octobre 2022 une pirogue traditionnelle avec trois (03) pêcheurs à bord a fait naufrage au large de Taolagnaro. Ces pêcheurs ont quitté la ville à 02h du matin pour pêcher en mer. Frappés par de grosses vagues ils ont perdu le contrôle de la pirogue et ont fini par tomber dans la mer. Deux d’entre eux ont pu s’en sortir en s’accrochant à la pirogue tandis que le troisième a été emporté par le courant marin. Arrivés sur la côte vers 08h du matin les deux rescapés ont alerté les autorités locales qui ont commencé la recherche en mer à 10h du matin. Deux vedettes rapides ont été mobilisées dont l’une appartient à la société minière QMM et l’autre à un pêcheur local. Ce 13 octobre à 12h il n’est pas encore retrouvé et la recherche se poursuit. ,Naufrage d’une pirogue dû aux fortes vagues. Aucun avis de vigilance lancé par le Service de la Météorologie dans cette zone. Toutefois de Taolagnaro au Cap Sainte Marie la vitesse du vent a atteint les 30 nœuds et la mer était agitée avec des houles de 24 à 29m de haut. Ce qui a constitué un risque pour les petites embarcations. A noter que les pêcheurs n’ont pas porter de kits de sécurité comme les gilets de sauvetage et les sifflets.,2022-11-10
11/11/2022,11/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/11/2022,12/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/11/2022,13/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/11/2022,,Incident maritime,12 novembre:Echouage d’un navire de pêche abandonné: IMUL-A-0620-KLT:MMSI 417062034:Pav Sri Lanka  ,,Ambolobozo,ANALALAVA,,ACC_ECHOUAGE,47.697357,-14.436795,,,,"Le 12 novembre 2022 vers 4h 30 du matin les représentants de l’APMF la Gendarmerie Nationale la Police Nationale et le Maire conduits par Mr le Gouverneur se sont rendus à la plage d’Ambalahonko à environ 30 km au Nord d'Analalava dans la Commune Rurale d'Ambolobozo afin de procéder une constatation d’un navire de pêche avec un moteur de 6 cylindre marque YANNMAR presque neuf de 250 chevaux. Échoué sur la plage d’Ambalahonko il s’agit du navire en fibre de polyester mesurant environ 12 m de long sur 5 m de large ayant 3 m d'hauteur de couleur verte jaune rouge et blanche baptisé IMUL-A-0620-KLT MMSI 417062034. C’est l’embarcation abandonnée par les trois équipages de nationalité Sri lankaise le 27 octobre 2022 à la position 11° 39' 35"" S et 48° 4' 17"" E à environ 46 nautiques au Sud-Est de l’île Glorieuse à cause d’une panne de batterie depuis le 22 octobre 2022. A souligner que le 24 octobre 2022 vers 08h44MnC ce navire a été localisé à environ 6743 nautiques au Nord-Ouest du Cap d’Ambre. Ce bateau a été laissé sur la rive car il a été endommagé par les rochers en attendant sa réparation afin de le ramener à Analalava tandis que les matériaux retrouvés sur le bateau : (03) filets mesurant 1000 m environ et les 2 autres 200 m de chaque - 14 colis de palanques (pêche à la traînée) - 03 colis de bouées ainsi qu'une bouteille de gaz vide ont été confiés aux responsables du fokontany de cette localité. Une enquête a été ouverte et confiée à la Gendarmerie.",,2022-11-14
15/11/2022,15/11/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/11/2022,,Incident maritime,15 novembre:Un boutre échoué à l’embouchure d’Ambohitsara   ,,Savana,VOHIPENO,,ACC_ECHOUAGE,47.918633,-22.413644,,,,Le 15 novembre 2022 vers 13h un boutre mesurant environ 10m de long sans nom sans immatriculation et sans pavillon a été trouvé par la population du fokontany d’Ambohitsara CR de Savana District de Vohipeno échoué à l’embouchure du fleuve de Matitanana. Aucun membre d’équipage ni document permettant de connaître son identité n'a été trouvé sur place. Informé sur l’incident le Chef de District de Vohipeno est descendu sur le lieu. Et selon le témoignage de la population de ce fokontany ce boutre a fait naufrage en mer la soirée du 14 novembre 2022 et un navire opérant de la pêche INN dans ses environs a mobilisé un autre boutre pour sauver son équipage. Elle a estimé ainsi que ce boutre appartient à ce navire de pêche. Il est laissé sur le lieu d’échouement sous la surveillance du Chef de fokontany locale et l’enquête poursuit.,,2022-11-16
