date,vent_vitesse_min_min,vent_vitesse_min_mean,vent_vitesse_max_max,vent_vitesse_max_mean,vent_rafales_max,vent_rafales_mean,vent_direction_deg_max,vent_direction_deg_mean,mer_score_min_min,mer_score_min_mean,mer_score_max_max,mer_score_max_mean,mer_hauteur_min_min,mer_hauteur_min_mean,mer_hauteur_max_max,mer_hauteur_max_mean,temps_precipitation_max,temps_precipitation_mean,temps_orage_max,temps_orage_mean,temps_visibilite_reduite_min,temps_visibilite_reduite_mean,temps_clair_min,temps_clair_mean,temps_nuageux_max,temps_nuageux_mean,temps_score_danger_max,temps_score_danger_mean,score_risque_max,score_risque_mean,date_only,incident,annee,mois,jour,jour_semaine,jour_annee,saison_cyclonique,weekend,mois_sin,mois_cos,vent_amplitude,vent_moyen,rafales_fortes,mer_hauteur_moy,mer_amplitude,nb_conditions_defavorables,score_meteo_max
2021-12-14,5.0,8.75,20.0,14.0,20.0,20.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.0,2021-12-14,0,2021,12,14,1,348,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,1.875,1.25,0.0,20.0
2021-12-16,5.0,8.75,20.0,14.0,15.0,15.0,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2021-12-16,0,2021,12,16,3,350,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,3.25,1.5,4.0,37.0
2021-12-17,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,4.0,4.0,5.0,5.0,0.5,0.5,1.1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.0,2021-12-17,0,2021,12,17,4,351,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,0.8,0.6000000000000001,0.0,20.0
2021-12-28,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2021-12-28,0,2021,12,28,1,362,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,1.625,2.25,0.0,0.0
2021-12-29,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2021-12-29,0,2021,12,29,2,363,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,1.625,2.25,0.0,0.0
2021-12-30,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2021-12-30,0,2021,12,30,3,364,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,1.625,2.25,2.0,3.0
2021-12-31,5.0,8.75,20.0,14.0,15.0,15.0,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2021-12-31,0,2021,12,31,4,365,1,0,-2.4492935982947064e-16,1.0,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-03,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,23,23.0,2022-01-03,0,2022,1,3,0,3,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.5,2.0,2.0,23.0
2022-01-04,5.0,8.75,20.0,14.0,15.0,15.0,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-04,1,2022,1,4,1,4,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-05,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-05,0,2022,1,5,2,5,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-06,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-06,0,2022,1,6,3,6,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-07,5.0,8.75,20.0,14.0,25.0,22.5,0.0,0.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-07,0,2022,1,7,4,7,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-09,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-09,0,2022,1,9,6,9,1,1,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-10,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-01-10,0,2022,1,10,0,10,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-01-11,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,4.0,4.0,5.0,5.0,0.5,0.5,1.1,1.1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,23,23.0,2022-01-11,0,2022,1,11,1,11,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,0.8,0.6000000000000001,2.0,23.0
2022-01-12,5.0,8.75,20.0,14.0,15.0,15.0,270.0,270.0,4.0,4.0,5.0,5.0,0.5,0.5,1.0,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-01-12,0,2022,1,12,2,12,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,0.75,0.5,4.0,32.0
2022-01-13,5.0,8.75,20.0,14.0,25.0,22.5,0.0,0.0,4.0,4.0,5.0,5.0,0.5,0.5,1.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-01-13,0,2022,1,13,3,13,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,0.75,0.5,0.0,20.0
2022-01-14,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,4.0,4.0,5.0,5.0,0.5,0.5,1.1,1.1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,23,23.0,2022-01-14,0,2022,1,14,4,14,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,0.8,0.6000000000000001,2.0,23.0
2022-01-17,5.0,8.75,20.0,14.0,25.0,22.5,0.0,0.0,4.0,4.0,5.0,5.0,0.5,0.5,1.1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-01-17,0,2022,1,17,0,17,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,0.8,0.6000000000000001,0.0,20.0
2022-01-20,5.0,8.75,20.0,14.0,25.0,22.5,315.0,315.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-01-20,0,2022,1,20,3,20,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-01-21,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,12,12.0,2022-01-21,0,2022,1,21,4,21,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.625,2.25,4.0,12.0
2022-01-24,5.0,8.75,20.0,14.0,25.0,25.0,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,31,31.0,2022-01-24,0,2022,1,24,0,24,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,31.0
2022-01-26,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-01-26,1,2022,1,26,2,26,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-01-27,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-01-27,1,2022,1,27,3,27,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-01-28,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2022-01-28,0,2022,1,28,4,28,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-01-29,5.0,8.75,20.0,14.0,20.0,20.0,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-01-29,0,2022,1,29,5,29,1,1,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-01-30,5.0,8.75,20.0,14.0,20.0,20.0,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-01-30,0,2022,1,30,6,30,1,1,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-01-31,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-01-31,0,2022,1,31,0,31,1,0,0.49999999999999994,0.8660254037844387,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-02-02,5.0,8.75,20.0,14.0,25.0,25.0,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,5.0,2022-02-02,0,2022,2,2,2,33,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,0.0,5.0
2022-02-04,5.0,8.75,20.0,14.0,25.0,22.5,315.0,315.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,31,31.0,2022-02-04,0,2022,2,4,4,35,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,3.25,1.5,2.0,31.0
2022-02-07,5.0,8.75,20.0,14.0,25.0,22.5,0.0,0.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-02-07,1,2022,2,7,0,38,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-02-08,5.0,8.75,20.0,14.0,20.0,20.0,270.0,270.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-02-08,0,2022,2,8,1,39,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-02-09,5.0,8.75,20.0,14.0,20.0,20.0,270.0,270.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-02-09,0,2022,2,9,2,40,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-02-10,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,2022-02-10,1,2022,2,10,3,41,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-02-11,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-02-11,1,2022,2,11,4,42,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-02-14,5.0,8.75,20.0,14.0,25.0,25.0,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,17,17.0,2022-02-14,0,2022,2,14,0,45,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,4.0,17.0
2022-02-15,5.0,8.75,20.0,14.0,25.0,25.0,180.0,180.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,33,33.0,2022-02-15,0,2022,2,15,1,46,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,2.625,2.75,2.0,33.0
2022-02-16,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,20,20.0,2022-02-16,1,2022,2,16,2,47,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-02-18,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,2022-02-18,0,2022,2,18,4,49,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,0.0,0.0
2022-02-21,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,2022-02-21,0,2022,2,21,0,52,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-02-22,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,2022-02-22,0,2022,2,22,1,53,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-02-23,5.0,8.75,20.0,14.0,25.0,25.0,315.0,315.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,8,8.0,2022-02-23,0,2022,2,23,2,54,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,2.0,8.0
2022-02-24,5.0,8.75,20.0,14.0,20.0,20.0,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,2022-02-24,1,2022,2,24,3,55,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,0.0,0.0
2022-02-25,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-02-25,0,2022,2,25,4,56,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.5,2.0,2.0,23.0
2022-02-26,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-02-26,0,2022,2,26,5,57,1,1,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.5,2.0,2.0,26.0
2022-02-27,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,12,12.0,2022-02-27,0,2022,2,27,6,58,1,1,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.625,2.25,4.0,12.0
2022-02-28,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-02-28,0,2022,2,28,0,59,1,0,0.8660254037844386,0.5000000000000001,15.0,11.375,0,1.5,2.0,4.0,32.0
2022-03-01,5.0,8.75,20.0,14.0,25.0,22.5,315.0,315.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2022-03-01,0,2022,3,1,1,60,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-02,5.0,8.75,20.0,14.0,25.0,22.5,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,2022-03-02,0,2022,3,2,2,61,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-04,5.0,8.75,20.0,14.0,20.0,20.0,270.0,270.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2022-03-04,0,2022,3,4,4,63,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-05,5.0,8.75,20.0,14.0,25.0,25.0,225.0,225.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,28,28.0,2022-03-05,0,2022,3,5,5,64,1,1,1.0,6.123233995736766e-17,15.0,11.375,0,1.875,1.25,2.0,28.0
2022-03-07,5.0,8.75,20.0,14.0,25.0,25.0,315.0,315.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,42,42.0,2022-03-07,1,2022,3,7,0,66,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,2.625,2.75,4.0,42.0
2022-03-08,5.0,8.75,20.0,14.0,25.0,25.0,315.0,315.0,5.0,5.0,6.0,6.0,1.25,1.25,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,42,42.0,2022-03-08,0,2022,3,8,1,67,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,2.625,2.75,4.0,42.0
2022-03-09,5.0,8.75,20.0,14.0,20.0,20.0,315.0,315.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-03-09,0,2022,3,9,2,68,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.875,1.25,4.0,32.0
2022-03-10,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-03-10,0,2022,3,10,3,69,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-03-11,5.0,8.75,20.0,14.0,25.0,22.5,90.0,90.0,6.0,6.0,6.0,6.0,2.5,2.5,4.0,4.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,37,37.0,2022-03-11,0,2022,3,11,4,70,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,3.25,1.5,4.0,37.0
2022-03-13,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,1.5,1.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-03-13,0,2022,3,13,6,72,1,1,1.0,6.123233995736766e-17,15.0,11.375,0,1.375,0.25,4.0,32.0
2022-03-15,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,12,12.0,2022-03-15,0,2022,3,15,1,74,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,4.0,12.0
2022-03-17,5.0,8.75,20.0,14.0,25.0,22.5,0.0,0.0,4.0,4.0,5.0,5.0,0.5,0.5,2.5,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-03-17,0,2022,3,17,3,76,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.5,2.0,4.0,32.0
2022-03-21,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,2022-03-21,1,2022,3,21,0,80,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-23,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,32,32.0,2022-03-23,0,2022,3,23,2,82,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.875,1.25,4.0,32.0
2022-03-24,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2022-03-24,0,2022,3,24,3,83,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-25,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,2022-03-25,0,2022,3,25,4,84,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.625,2.25,2.0,3.0
2022-03-28,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,20,20.0,2022-03-28,0,2022,3,28,0,87,1,0,1.0,6.123233995736766e-17,15.0,11.375,0,1.875,1.25,0.0,20.0
2022-04-01,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2022-04-01,0,2022,4,1,4,91,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-02,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2022-04-02,0,2022,4,2,5,92,1,1,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-03,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,23,23.0,2022-04-03,0,2022,4,3,6,93,1,1,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-04-04,5.0,8.75,20.0,14.0,25.0,22.5,180.0,180.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,26,26.0,2022-04-04,1,2022,4,4,0,94,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-05,5.0,8.75,20.0,14.0,25.0,22.5,135.0,135.0,4.0,4.714285714285714,6.0,5.0,0.5,1.0357142857142858,2.75,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2022-04-05,0,2022,4,5,1,95,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.625,2.25,0.0,0.0
2022-04-06,5.0,8.75,20.0,14.0,15.0,15.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,23,23.0,2022-04-06,0,2022,4,6,2,96,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,23.0
2022-04-08,5.0,8.75,20.0,14.0,20.0,20.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-04-08,0,2022,4,8,4,98,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-09,5.0,8.75,20.0,14.0,20.0,20.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-04-09,0,2022,4,9,5,99,1,1,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-10,5.0,8.75,20.0,14.0,20.0,20.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.5,2.5,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,26,26.0,2022-04-10,0,2022,4,10,6,100,1,1,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.875,1.25,2.0,26.0
2022-04-11,5.0,8.75,20.0,14.0,25.0,25.0,135.0,135.0,5.0,5.0,5.0,5.0,1.25,1.25,2.0,2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,28,28.0,2022-04-11,0,2022,4,11,0,101,1,0,0.8660254037844387,-0.4999999999999998,15.0,11.375,0,1.625,0.75,2.0,28.0
